rank,motif,id,x,y,test,mean_x,mean_y,enrichedIn,pval,FDR,padj,lfdr,family.id,family.name,class.id,class.name,superclass.id,superclass.name
279,SOX15,MA1152.1,alpha,gamma,alpha_vs_gamma,-0.178798370983281,0.0597183519004497,gamma,0.000147710490966249,0.000389779791737628,0.0855243742694582,3.40918068077596,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
280,FEV,MA0156.2,beta,delta,beta_vs_delta,-0.246720638560293,-0.0872256106258676,delta,0.000191970263867836,0.000379354207438488,0.111150782779477,3.42095509478909,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
281,MIXL1,MA0662.1,beta,delta,beta_vs_delta,0.417864113439748,0.581507596541978,delta,0.000185123120020825,0.000367076323602938,0.107186286492058,3.43524362655621,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
282,ETS1,MA0098.3,alpha,gamma,alpha_vs_gamma,0.00914141431631557,0.277843842260991,gamma,0.00012174275219689,0.000324834348027647,0.0704890535219994,3.48833805464585,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
283,TCF7L2,MA0523.1,beta,delta,beta_vs_delta,-0.0467932389579063,0.0968742226460368,delta,0.000163022077824776,0.000324363515671977,0.0943897830605452,3.48896800104972,4.1.3,TCF7-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
284,E2F7,MA0758.1,beta,delta,beta_vs_delta,0.0126878388723778,0.15783401529924,delta,0.000158077793017865,0.000315610490197737,0.0915270421573437,3.50084857023043,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
285,RUNX1,MA0002.2,beta,delta,beta_vs_delta,-0.0897833230212329,0.0529321495616507,delta,0.000153828790230453,0.000308189860011877,0.0890668695434326,3.51118165443438,6.4.1,Runt-related,6.4,Runt domain factors,6,Immunoglobulin fold
286,Barhl1,MA0877.1,alpha,gamma,alpha_vs_gamma,-0.38878617232048,-0.157232581354815,gamma,0.000114678909967848,0.000307403189219371,0.0663990888713842,3.51229163113299,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
287,Atf3,MA0605.1,beta,delta,beta_vs_delta,-0.197417282644734,-0.0411247420597012,delta,0.000147651311188087,0.000296840656867716,0.0854901091779023,3.52747661604785,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
288,Nfe2l2,MA0150.2,beta,delta,beta_vs_delta,0.478957556900195,0.856776527725985,delta,0.00014351714043275,0.000289534579479311,0.0830964243105624,3.53829956050226,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
289,RFX5,MA0510.2,beta,delta,beta_vs_delta,-0.0776723131786127,0.135166374556835,delta,0.000142250672935841,0.000288993472385445,0.0823631396298519,3.53911196672095,3.3.3,RFX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
290,VENTX,MA0724.1,beta,delta,beta_vs_delta,0.0640218448670639,0.218266550240442,delta,0.000131811441019313,0.000268728254754163,0.0763188243501822,3.57068666836883,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
291,PPARG,MA0066.1,beta,delta,beta_vs_delta,0.0307006671517655,0.177268007822361,delta,0.000128866443967217,0.00026365254790466,0.0746136710570189,3.57896802734565,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
292,GSX2,MA0893.1,alpha,gamma,alpha_vs_gamma,-0.558498424896019,-0.315702278236533,gamma,8.31007307072167e-05,0.000225893535584406,0.0481153230794785,3.646096197146,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
293,Nobox,MA0125.1,alpha,gamma,alpha_vs_gamma,-0.475131745520645,-0.226920348335588,gamma,8.07493208477637e-05,0.000220537060239883,0.0467538567708552,3.65651841887073,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
294,HOXC10,MA0905.1,beta,delta,beta_vs_delta,0.00615831531429842,0.161247022342426,delta,0.000102285785994275,0.00021151239318102,0.0592234700906855,3.67466418085421,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
295,Hoxa11,MA0911.1,beta,delta,beta_vs_delta,-0.00545497761894485,0.153627747768283,delta,0.000100350282803775,0.000208253812700308,0.0581028137433859,3.6814070388069,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
296,POU5F1,MA1115.1,beta,delta,beta_vs_delta,-0.261955950183232,-0.105607801772883,delta,9.84501670065221e-05,0.000205045491715023,0.0570026466967763,3.68814977499787,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
297,MZF1(var.2),MA0057.1,alpha,gamma,alpha_vs_gamma,0.00603668900606955,0.263956184770863,gamma,7.26393770611319e-05,0.000199327958854954,0.0420581993183954,3.70043178045251,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
298,RAX,MA0718.1,alpha,gamma,alpha_vs_gamma,-0.507416290056806,-0.268440857315818,gamma,6.30500277789754e-05,0.000173837933733461,0.0365059660840267,3.75985544875316,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
299,MGA,MA0801.1,beta,delta,beta_vs_delta,-0.0099080563704939,0.150196732061858,delta,8.24781269581028e-05,0.000172400128190403,0.0477548355087416,3.76346241558576,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
300,TBX15,MA0803.1,beta,delta,beta_vs_delta,-0.0099080563704939,0.150196732061858,delta,8.24781269581028e-05,0.000172400128190403,0.0477548355087416,3.76346241558576,6.5.3,TBX1-related,6.5,T-Box factors,6,Immunoglobulin fold
301,HIF1A,MA1106.1,beta,delta,beta_vs_delta,-0.194608205299392,-0.0437919599471366,delta,8.07327207621671e-05,0.000169979073895617,0.0467442453212948,3.76960454127499,1.2.5,PAS,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
302,GLI2,MA0734.1,beta,delta,beta_vs_delta,-0.0623644594957861,0.0923172689685223,delta,7.56487497844476e-05,0.00015985629972699,0.0438006261251952,3.79627024407945,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
303,MEF2A,MA0052.3,alpha,gamma,alpha_vs_gamma,-0.0742079816921499,0.187382975322503,gamma,5.71995145942473e-05,0.000158461813158226,0.0331185189500692,3.80007537907896,5.1.1,Regulators of differentiation,5.1,MADS box factors,5,alpha-Helices exposed by beta-structures
304,FOSL1::JUND(var.2),MA1143.1,beta,delta,beta_vs_delta,-0.0242417701794117,0.168878278308904,delta,7.46519706091839e-05,0.0001583278057975,0.0432234909827175,3.80044280690668,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
304,FOSL1::JUND(var.2),MA1143.1,beta,delta,beta_vs_delta,-0.0242417701794117,0.168878278308904,delta,7.46519706091839e-05,0.0001583278057975,0.0432234909827175,3.80044280690668,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
305,ELK3,MA0759.1,beta,delta,beta_vs_delta,-0.253900922837166,-0.0873879064646133,delta,7.2902760743457e-05,0.000156134290555109,0.0422106984704616,3.80650170575618,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
306,RORB,MA1150.1,beta,delta,beta_vs_delta,0.173604933063487,0.333220517879722,delta,7.30783985154309e-05,0.000156134290555109,0.0423123927404345,3.80650170575618,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
307,SP3,MA0746.1,beta,delta,beta_vs_delta,-0.188769564184885,-0.0550181698547672,delta,7.11796090219157e-05,0.000153779826954064,0.0412129936236892,3.81310063213635,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
308,IRF4,MA1419.1,alpha,gamma,alpha_vs_gamma,0.261118910784313,0.555311747617509,gamma,4.84221783821388e-05,0.00013609922953038,0.0280364412832584,3.86614433336868,3.5.3,IRF,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
309,BACH2,MA1101.1,beta,delta,beta_vs_delta,0.686724614150271,1.22785983843634,delta,5.83187172352348e-05,0.00012694186947068,0.0337665372792009,3.89639511012777,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
310,TBR1,MA0802.1,beta,delta,beta_vs_delta,-0.0491975843848201,0.103996405654667,delta,5.49240545408484e-05,0.000120003877657174,0.0318010275791512,3.92080472046983,6.5.2,"",6.5,T-Box factors,6,Immunoglobulin fold
311,Arid3a,MA0151.1,beta,delta,beta_vs_delta,0.173449394574502,0.306990905394409,delta,5.03859631689987e-05,0.000111349132346757,0.0291734726748502,3.9533131627205,3.7.1,ARID-related,3.7,ARID,3,Helix-turn-helix domains
312,ZNF354C,MA0130.1,beta,delta,beta_vs_delta,-0.13132861305084,0.0188067372827743,delta,4.92257850297058e-05,0.000109202028859002,0.0285017295321996,3.96176929282099,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
313,PBX1,MA0070.1,beta,delta,beta_vs_delta,0.0455273510950878,0.207394349122869,delta,4.62772713213409e-05,0.000103055923442525,0.0267945400950564,3.98692704081374,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
314,NR1H2::RXRA,MA0115.1,beta,delta,beta_vs_delta,-0.323308468351987,-0.162933673415538,delta,4.13131566254005e-05,9.23564389424976e-05,0.0239203176861069,4.03453282085489,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
314,NR1H2::RXRA,MA0115.1,beta,delta,beta_vs_delta,-0.323308468351987,-0.162933673415538,delta,4.13131566254005e-05,9.23564389424976e-05,0.0239203176861069,4.03453282085489,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
315,NFATC2,MA0152.1,alpha,gamma,alpha_vs_gamma,-0.0476871724257483,0.213360354223382,gamma,2.8603310030476e-05,8.40675964855106e-05,0.0165613165076456,4.07537136899775,6.1.3,NFAT-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
316,HOXD11,MA0908.1,beta,delta,beta_vs_delta,-0.0212617986392051,0.141327289191765,delta,3.51925541802991e-05,7.89786390325317e-05,0.0203764888703932,4.10249035433908,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
317,MEOX1,MA0661.1,beta,delta,beta_vs_delta,0.504463495274606,0.683606508806737,delta,3.1186404783461e-05,7.13712583779602e-05,0.0180569283696239,4.14647664593907,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
318,TBX2,MA0688.1,beta,delta,beta_vs_delta,0.023069438316261,0.188585399184642,delta,3.07812070424266e-05,7.07234876093848e-05,0.017822318877565,4.15043633096778,6.5.4,TBX2-related,6.5,T-Box factors,6,Immunoglobulin fold
319,Nr2f6,MA0677.1,beta,delta,beta_vs_delta,-0.327247042617211,-0.152066398596885,delta,3.0108847232394e-05,6.94542730978332e-05,0.0174330225475561,4.15830102961361,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
320,RFX2,MA0600.2,beta,delta,beta_vs_delta,-0.0859334547039885,0.142772029029293,delta,2.88217367852417e-05,6.67511423946198e-05,0.0166877855986549,4.17554129728273,3.3.3,RFX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
321,MEIS1,MA0498.2,alpha,gamma,alpha_vs_gamma,0.154685793367274,0.443083160519209,gamma,2.19950346093399e-05,6.53083335323477e-05,0.0127351250388078,4.18503139795628,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
322,ZBTB7A,MA0750.2,alpha,gamma,alpha_vs_gamma,0.133061493718785,0.41981405610609,gamma,2.12686572154119e-05,6.34770748851727e-05,0.0123145525277235,4.1973830943699,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
323,OLIG2,MA0678.1,beta,delta,beta_vs_delta,-0.260275265307129,-0.095106454330739,delta,2.57411432362727e-05,5.98559113807305e-05,0.0149041219338019,4.22289295213719,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
324,RFX3,MA0798.1,beta,delta,beta_vs_delta,-0.0973388711263491,0.132757791194232,delta,2.56401757858252e-05,5.98559113807305e-05,0.0148456617799928,4.22289295213719,3.3.3,RFX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
325,Crx,MA0467.1,beta,delta,beta_vs_delta,0.00918758050115355,0.169585592390902,delta,2.48232175630647e-05,5.82440799563468e-05,0.0143726429690144,4.23474821061009,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
326,PBX1,MA0070.1,alpha,gamma,alpha_vs_gamma,-0.115582921810145,0.156022248097784,gamma,1.8778942026233e-05,5.63368260786991e-05,0.0108730074331889,4.24920762407611,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
327,MEOX2,MA0706.1,alpha,gamma,alpha_vs_gamma,-0.573960716169793,-0.29455866765763,gamma,1.76141644721349e-05,5.31177147362818e-05,0.0101986012293661,4.27476061772836,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
328,ETV6,MA0645.1,alpha,gamma,alpha_vs_gamma,0.138814329983437,0.459131968268819,gamma,1.68175478914433e-05,5.09809436080924e-05,0.00973736022914566,4.2925921304204,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
329,Arx,MA0874.1,alpha,gamma,alpha_vs_gamma,-0.574707583245365,-0.31612015334654,gamma,1.53491285857205e-05,4.70219336038739e-05,0.00888714545113216,4.32769951608249,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
330,ELK4,MA0076.2,alpha,gamma,alpha_vs_gamma,0.0426179412905634,0.346756108736283,gamma,1.29629819080402e-05,4.05706298635421e-05,0.00750556652475528,4.39178824977319,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
331,POU1F1,MA0784.1,beta,delta,beta_vs_delta,-0.142842939501431,0.0253263858329449,delta,1.69262253795178e-05,4.03303888672461e-05,0.00980028449474081,4.39436759048717,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
332,SP1,MA0079.3,alpha,gamma,alpha_vs_gamma,-0.0707884860066382,0.116362408343877,gamma,1.23078971473383e-05,3.87297415668961e-05,0.00712627244830888,4.41195540093402,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
333,TEAD1,MA0090.2,beta,delta,beta_vs_delta,-0.216494616994312,-0.0302374814996783,delta,1.60040102890354e-05,3.84494687027034e-05,0.00926632195735152,4.41510965693091,3.6.1,TEF1-related,3.6,TEA domain factors,3,Helix-turn-helix domains
334,KLF13,MA0657.1,beta,delta,beta_vs_delta,-0.229956322440636,-0.0463926256206517,delta,1.55749383684727e-05,3.75745388139403e-05,0.00901788931534566,4.42510634119455,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
335,TEF,MA0843.1,alpha,gamma,alpha_vs_gamma,-0.184089977514484,0.134166717967439,gamma,1.16545892622443e-05,3.7076962543074e-05,0.00674800718283947,4.43089585178792,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
336,RFX4,MA0799.1,beta,delta,beta_vs_delta,-0.104596804940871,0.130754831754917,delta,1.455128763502e-05,3.5399981263347e-05,0.00842519554067658,4.45099696783939,3.3.3,RFX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
337,FOSL2::JUN(var.2),MA1131.1,beta,delta,beta_vs_delta,0.00639564524927199,0.258199566345462,delta,1.3417598609082e-05,3.27797029310484e-05,0.00776878959465848,4.48439498657977,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
337,FOSL2::JUN(var.2),MA1131.1,beta,delta,beta_vs_delta,0.00639564524927199,0.258199566345462,delta,1.3417598609082e-05,3.27797029310484e-05,0.00776878959465848,4.48439498657977,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
338,NKX2-8,MA0673.1,alpha,gamma,alpha_vs_gamma,-0.100473151743151,0.177925987523333,gamma,9.24693490394135e-06,2.97443072743447e-05,0.00535397530938204,4.52659614105849,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
339,Hic1,MA0739.1,alpha,gamma,alpha_vs_gamma,-0.185904151564395,0.0911361194162652,gamma,7.29229019682067e-06,2.37204271008942e-05,0.00422223602395917,4.62487749549784,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
340,Spz1,MA0111.1,beta,delta,beta_vs_delta,-0.0766131082981117,0.093694175846086,delta,9.4247306022283e-06,2.32209319944263e-05,0.00545691901869019,4.63412035342114,"","",,"",,""
341,RORA(var.2),MA0072.1,beta,delta,beta_vs_delta,0.0633534800188905,0.243848207064858,delta,9.17404574039367e-06,2.26998824089228e-05,0.00531177248368793,4.64397639255526,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
342,POU2F2,MA0507.1,beta,delta,beta_vs_delta,-0.310905317069349,-0.139565978840457,delta,8.12878236107327e-06,2.05526855330193e-05,0.00470656498706142,4.68713142264585,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
343,HOXC11,MA0651.1,beta,delta,beta_vs_delta,-0.009274747952219,0.167398912463858,delta,7.30287984702935e-06,1.86271693014537e-05,0.00422836743142999,4.72985313813458,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
344,Dlx2,MA0885.1,beta,delta,beta_vs_delta,0.322709080269333,0.510972375663136,delta,6.80184000405601e-06,1.74259529307453e-05,0.00393826536234843,4.75880346337352,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
345,Tcf7,MA0769.1,beta,delta,beta_vs_delta,-0.166523971060614,0.00257822111641856,delta,6.32980779625399e-06,1.62887053956936e-05,0.00366495871403106,4.78811343145877,4.1.3,TCF7-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
346,FOSB::JUN,MA1127.1,beta,delta,beta_vs_delta,-0.0620226901653522,0.190183267752711,delta,6.12891344972721e-06,1.58421468187145e-05,0.00354864088739206,4.80018596615905,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
346,FOSB::JUN,MA1127.1,beta,delta,beta_vs_delta,-0.0620226901653522,0.190183267752711,delta,6.12891344972721e-06,1.58421468187145e-05,0.00354864088739206,4.80018596615905,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
347,MAFG::NFE2L1,MA0089.1,beta,delta,beta_vs_delta,0.109252144992627,0.374578168301485,delta,6.04099827064078e-06,1.56849237609911e-05,0.00349773799870101,4.80451758791691,"","",,"",,""
348,PBX3,MA1114.1,beta,delta,beta_vs_delta,-0.0888272157283328,0.138015221604439,delta,5.85447597016765e-06,1.52691062465183e-05,0.00338974158672707,4.81618638295438,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
349,Nobox,MA0125.1,beta,delta,beta_vs_delta,0.355134103600095,0.546168647070972,delta,4.93340251672994e-06,1.29250681320662e-05,0.00285644005718663,4.88856715892629,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
350,EGR3,MA0732.1,beta,delta,beta_vs_delta,-0.0804307143083236,0.0821385479711832,delta,4.76848208295951e-06,1.26070827672765e-05,0.00276095112603356,4.89938539595232,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
351,TEAD4,MA0809.1,beta,delta,beta_vs_delta,-0.247079626163983,-0.0461319813811581,delta,4.66829111736592e-06,1.23988098942884e-05,0.00270294055695487,4.90661999880131,3.6.1,TEF1-related,3.6,TEA domain factors,3,Helix-turn-helix domains
352,SP2,MA0516.1,alpha,gamma,alpha_vs_gamma,-0.0767999299946468,0.117207500687653,gamma,3.66031292584924e-06,1.21104067660955e-05,0.00211932118406671,4.91684126946604,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
353,JDP2(var.2),MA0656.1,beta,delta,beta_vs_delta,-0.0740284254982368,0.177425640702321,delta,4.09426741633732e-06,1.09243356408263e-05,0.00237058083405931,4.96160496500251,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
354,RUNX3,MA0684.1,beta,delta,beta_vs_delta,-0.116911054026289,0.0589724971433525,delta,4.00845279857762e-06,1.07448804184094e-05,0.00232089417037644,4.96879841348235,6.4.1,Runt-related,6.4,Runt domain factors,6,Immunoglobulin fold
355,MNX1,MA0707.1,alpha,gamma,alpha_vs_gamma,-0.453572714730638,-0.152307234222687,gamma,2.7355515971956e-06,9.26248172383774e-06,0.00158388437477625,5.03327263593507,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
356,Nkx2-5,MA0063.1,alpha,gamma,alpha_vs_gamma,-0.366213663842513,-0.0467218320600772,gamma,2.19640331781612e-06,7.66094892178031e-06,0.00127171752101553,5.11571743324353,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
357,FOSL2::JUND(var.2),MA1145.1,beta,delta,beta_vs_delta,-0.0300624440118939,0.239249802907012,delta,2.83166534942122e-06,7.62574063867388e-06,0.00163953423731488,5.11771796972957,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
357,FOSL2::JUND(var.2),MA1145.1,beta,delta,beta_vs_delta,-0.0300624440118939,0.239249802907012,delta,2.83166534942122e-06,7.62574063867388e-06,0.00163953423731488,5.11771796972957,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
358,LHX6,MA0658.1,beta,delta,beta_vs_delta,0.502601101406309,0.709792049129203,delta,2.81521862814341e-06,7.61687656866839e-06,0.00163001158569503,5.11822308208294,3.1.5,HD-LIM,3.1,Homeo domain factors,3,Helix-turn-helix domains
359,POU6F2,MA0793.1,alpha,gamma,alpha_vs_gamma,-0.638986316092635,-0.302333335063309,gamma,2.03231073704179e-06,7.13156313180119e-06,0.0011767079167472,5.1468152688701,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
360,HOXA5,MA0158.1,alpha,gamma,alpha_vs_gamma,-0.376376562824691,-0.0745814172102015,gamma,2.00671778982547e-06,7.08469268481064e-06,0.00116188960030895,5.1496789835514,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
361,LEF1,MA0768.1,beta,delta,beta_vs_delta,-0.117767139233447,0.0608914254929461,delta,2.58426407367169e-06,7.02483051012164e-06,0.00149628889865591,5.15336414963027,4.1.3,TCF7-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
362,MEOX2,MA0706.1,beta,delta,beta_vs_delta,0.416926966944366,0.621823885903595,delta,2.31107607689464e-06,6.31185400246224e-06,0.00133811304852199,5.19984305521345,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
363,SHOX,MA0630.1,alpha,gamma,alpha_vs_gamma,-0.615008244466653,-0.31596970625243,gamma,1.74566079267147e-06,6.20084416537901e-06,0.00101073759895678,5.20754918285502,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
364,PRRX1,MA0716.1,alpha,gamma,alpha_vs_gamma,-0.615008244466653,-0.31596970625243,gamma,1.74566079267147e-06,6.20084416537901e-06,0.00101073759895678,5.20754918285502,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
365,Arid3b,MA0601.1,beta,delta,beta_vs_delta,0.323041913576436,0.526570946698856,delta,2.17127044235752e-06,5.95813073992892e-06,0.001257165586125,5.22488997124405,3.7.1,ARID-related,3.7,ARID,3,Helix-turn-helix domains
366,Rxra,MA0512.2,beta,delta,beta_vs_delta,-0.369182700581677,-0.168814089106059,delta,2.12612983465762e-06,5.86204368698458e-06,0.00123102917426676,5.23195094929819,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
367,SNAI2,MA0745.1,beta,delta,beta_vs_delta,-0.063258103461339,0.157585419915075,delta,1.95857662819789e-06,5.42591324271089e-06,0.00113401586772658,5.26552715464246,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
368,Bcl6,MA0463.1,alpha,gamma,alpha_vs_gamma,0.0679758320415066,0.389227477098481,gamma,1.33922482606661e-06,4.84631983932855e-06,0.000775411174292568,5.31458792741028,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
369,DBP,MA0639.1,alpha,gamma,alpha_vs_gamma,-0.246934282841706,0.106259795180749,gamma,1.31604173864986e-06,4.81037112642669e-06,0.000761988166678268,5.31782141594603,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
370,Hmx2,MA0897.1,alpha,gamma,alpha_vs_gamma,-0.204505144962059,0.103077692027372,gamma,1.32098274456277e-06,4.81037112642669e-06,0.000764849009101844,5.31782141594603,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
371,HLF,MA0043.2,alpha,gamma,alpha_vs_gamma,-0.202459270889869,0.155104785821238,gamma,1.17482212283116e-06,4.33262426190599e-06,0.000680222009119241,5.36324897264493,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
372,NFIX,MA0671.1,alpha,gamma,alpha_vs_gamma,-0.250575512404444,0.0765144821797582,gamma,1.03499773226428e-06,3.84143389090395e-06,0.000599263686981016,5.41550663639563,7.1.2,NF-1,7.1,SMAD/NF-1 DNA-binding domain factors,7,beta-Hairpin exposed by an alpha/beta-scaffold
373,TEAD2,MA1121.1,beta,delta,beta_vs_delta,-0.218370886278245,-0.00998949344190747,delta,1.33572241639824e-06,3.73615110673711e-06,0.000773383279094582,5.42757556726662,3.6.1,TEF1-related,3.6,TEA domain factors,3,Helix-turn-helix domains
374,Hoxd3,MA0912.1,alpha,gamma,alpha_vs_gamma,-0.613757123148855,-0.269289848097381,gamma,8.23498061718822e-07,3.13687748509999e-06,0.000476805377735198,5.50350244291656,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
375,SMAD2::SMAD3::SMAD4,MA0513.1,alpha,gamma,alpha_vs_gamma,-0.194317358480252,0.0916638771365147,gamma,7.81262217478034e-07,2.99570082066081e-06,0.000452350823919782,5.52350156160809,7.1.1,SMAD,7.1,SMAD/NF-1 DNA-binding domain factors,7,beta-Hairpin exposed by an alpha/beta-scaffold
376,KLF16,MA0741.1,beta,delta,beta_vs_delta,-0.155129864807064,0.00256101795919937,delta,1.05266296123303e-06,2.9586983230773e-06,0.000609491854553924,5.52889931442775,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
