motif,jaspar.id,x,y,test,mean_x,mean_y,enrichedIn,pval,FDR,padj,family.id,family.name,class.id,class.name,superclass.id,superclass.name
DBP,MA0639.1,delta_1,delta_2,delta_1.vs.delta_2,0.110173177546174,0.0943569059521431,delta_1,0.432289105025205,0.441438080792934,1,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
POU1F1,MA0784.1,delta_1,delta_2,delta_1.vs.delta_2,0.0290344891264075,0.0176864143921038,delta_1,0.4436968171903,0.44991323494428,1,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
Gfi1b,MA0483.1,delta_1,delta_2,delta_1.vs.delta_2,-0.172614047659434,-0.182757758996934,delta_1,0.44811753996954,0.453601495878259,1,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
LIN54,MA0619.1,delta_1,delta_2,delta_1.vs.delta_2,-0.0321689519019435,-0.040598588093146,delta_1,0.45824863311129,0.463047048117691,1,"","",,"",,""
E2F6,MA0471.1,delta_1,delta_2,delta_1.vs.delta_2,0.0842161287653537,0.0783813538894842,delta_1,0.466135434345226,0.470195847536387,1,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
MEIS1,MA0498.2,delta_1,delta_2,delta_1.vs.delta_2,-0.217576877942241,-0.224070874824823,delta_1,0.469227696529459,0.472491889200968,1,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
TEF,MA0843.1,delta_1,delta_2,delta_1.vs.delta_2,0.0357044207464855,0.0292593532745023,delta_1,0.472762847618026,0.47440154033074,1,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
BACH2,MA1101.1,delta_1,delta_2,delta_1.vs.delta_2,-0.638113886340566,5.0724091506922,delta_2,5.42248879889778e-77,3.13962101456181e-74,3.13962101456181e-74,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
BATF::JUN,MA0462.1,delta_1,delta_2,delta_1.vs.delta_2,-0.400449867458445,6.4734829037757,delta_2,1.83576392103138e-75,5.31453655138585e-73,1.06290731027717e-72,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
BATF::JUN,MA0462.1,delta_1,delta_2,delta_1.vs.delta_2,-0.400449867458445,6.4734829037757,delta_2,1.83576392103138e-75,5.31453655138585e-73,1.06290731027717e-72,1.1.4,B-ATF-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MAF::NFE2,MA0501.1,delta_1,delta_2,delta_1.vs.delta_2,-0.634280893776506,3.8609021719741,delta_2,3.55730541933454e-74,6.86559945931566e-72,2.0596798377947e-71,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MAF::NFE2,MA0501.1,delta_1,delta_2,delta_1.vs.delta_2,-0.634280893776506,3.8609021719741,delta_2,3.55730541933454e-74,6.86559945931566e-72,2.0596798377947e-71,1.1.3,Maf-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL1,MA0477.1,delta_1,delta_2,delta_1.vs.delta_2,-0.24603302372071,7.83302040074257,delta_2,1.6280125001151e-73,2.3565480939166e-71,9.42619237566641e-71,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
JUNB,MA0490.1,delta_1,delta_2,delta_1.vs.delta_2,-0.137829494852429,8.20211659608796,delta_2,2.43432068625944e-72,2.81894335468843e-70,1.40947167734422e-69,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
JUN(var.2),MA0489.1,delta_1,delta_2,delta_1.vs.delta_2,-0.197013702569142,7.96509641518579,delta_2,4.33152904098878e-72,4.17992552455417e-70,2.5079553147325e-69,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
JUND,MA0491.1,delta_1,delta_2,delta_1.vs.delta_2,-0.238040587902078,8.02596897706057,delta_2,6.97662352206205e-72,5.77066431324847e-70,4.03946501927393e-69,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL2,MA0478.1,delta_1,delta_2,delta_1.vs.delta_2,-0.138134870164966,7.99666919792273,delta_2,2.43438923398731e-71,1.76188920809831e-69,1.40951136647865e-68,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOS,MA0476.1,delta_1,delta_2,delta_1.vs.delta_2,-0.268658217601952,7.9414600046877,delta_2,3.78238082188492e-71,2.22956546805651e-69,2.18999849587137e-68,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL1::JUND,MA1142.1,delta_1,delta_2,delta_1.vs.delta_2,-0.307625858229225,7.16451955600339,delta_2,3.85071756141021e-71,2.22956546805651e-69,2.22956546805651e-68,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL1::JUND,MA1142.1,delta_1,delta_2,delta_1.vs.delta_2,-0.307625858229225,7.16451955600339,delta_2,3.85071756141021e-71,2.22956546805651e-69,2.22956546805651e-68,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOS::JUN,MA0099.3,delta_1,delta_2,delta_1.vs.delta_2,-0.214522698962918,7.62374968185654,delta_2,9.71113669776172e-71,5.11158922545822e-69,5.62274814800404e-68,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOS::JUN,MA0099.3,delta_1,delta_2,delta_1.vs.delta_2,-0.214522698962918,7.62374968185654,delta_2,9.71113669776172e-71,5.11158922545822e-69,5.62274814800404e-68,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOS::JUND,MA1141.1,delta_1,delta_2,delta_1.vs.delta_2,-0.174373600174,8.10192409901456,delta_2,3.07818115171594e-70,1.48522240570294e-68,1.78226688684353e-67,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOS::JUND,MA1141.1,delta_1,delta_2,delta_1.vs.delta_2,-0.174373600174,8.10192409901456,delta_2,3.07818115171594e-70,1.48522240570294e-68,1.78226688684353e-67,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL2::JUND,MA1144.1,delta_1,delta_2,delta_1.vs.delta_2,-0.241607467740456,7.36128965197673,delta_2,6.53460514276708e-70,2.91041259820164e-68,3.78353637766214e-67,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL2::JUND,MA1144.1,delta_1,delta_2,delta_1.vs.delta_2,-0.241607467740456,7.36128965197673,delta_2,6.53460514276708e-70,2.91041259820164e-68,3.78353637766214e-67,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL2::JUN,MA1130.1,delta_1,delta_2,delta_1.vs.delta_2,-0.236263326311345,7.69233489491505,delta_2,9.65777568734823e-70,3.72790141531642e-68,5.59185212297463e-67,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL2::JUN,MA1130.1,delta_1,delta_2,delta_1.vs.delta_2,-0.236263326311345,7.69233489491505,delta_2,9.65777568734823e-70,3.72790141531642e-68,5.59185212297463e-67,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSB::JUNB,MA1135.1,delta_1,delta_2,delta_1.vs.delta_2,-0.138106399942425,7.39952311248758,delta_2,9.44724385686262e-70,3.72790141531642e-68,5.46995419312346e-67,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSB::JUNB,MA1135.1,delta_1,delta_2,delta_1.vs.delta_2,-0.138106399942425,7.39952311248758,delta_2,9.44724385686262e-70,3.72790141531642e-68,5.46995419312346e-67,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL1::JUN,MA1128.1,delta_1,delta_2,delta_1.vs.delta_2,-0.232044693655888,7.89201808663042,delta_2,1.19491943112848e-69,4.3241146913962e-68,6.91858350623391e-67,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL1::JUN,MA1128.1,delta_1,delta_2,delta_1.vs.delta_2,-0.232044693655888,7.89201808663042,delta_2,1.19491943112848e-69,4.3241146913962e-68,6.91858350623391e-67,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
NFE2,MA0841.1,delta_1,delta_2,delta_1.vs.delta_2,-0.272065585358592,6.45980230927055,delta_2,1.40043339652855e-69,4.76971139170605e-68,8.10850936590029e-67,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
Nfe2l2,MA0150.2,delta_1,delta_2,delta_1.vs.delta_2,-0.477039444599238,3.60489736725813,delta_2,2.13615428760606e-69,6.8712962917995e-68,1.23683333252391e-66,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
JUN::JUNB,MA1132.1,delta_1,delta_2,delta_1.vs.delta_2,-0.261117380926155,6.5618206534539,delta_2,2.7259353930957e-69,8.30692943474952e-68,1.57831659260241e-66,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL2::JUNB,MA1138.1,delta_1,delta_2,delta_1.vs.delta_2,-0.243442421804385,7.20092205236018,delta_2,7.96424674292548e-69,2.30564943207693e-67,4.61129886415385e-66,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL2::JUNB,MA1138.1,delta_1,delta_2,delta_1.vs.delta_2,-0.243442421804385,7.20092205236018,delta_2,7.96424674292548e-69,2.30564943207693e-67,4.61129886415385e-66,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL1::JUNB,MA1137.1,delta_1,delta_2,delta_1.vs.delta_2,-0.295527300368034,7.46073598824282,delta_2,1.69074387635122e-68,4.66162240193979e-67,9.78940704407356e-66,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL1::JUNB,MA1137.1,delta_1,delta_2,delta_1.vs.delta_2,-0.295527300368034,7.46073598824282,delta_2,1.69074387635122e-68,4.66162240193979e-67,9.78940704407356e-66,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOS::JUNB,MA1134.1,delta_1,delta_2,delta_1.vs.delta_2,-0.224616068415987,7.46692772819641,delta_2,2.2049610873497e-68,5.80305667988852e-67,1.27667246957547e-65,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOS::JUNB,MA1134.1,delta_1,delta_2,delta_1.vs.delta_2,-0.224616068415987,7.46692772819641,delta_2,2.2049610873497e-68,5.80305667988852e-67,1.27667246957547e-65,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
JDP2,MA0655.1,delta_1,delta_2,delta_1.vs.delta_2,-0.190933809659579,6.48972068477498,delta_2,2.82567723450998e-68,7.11333529904904e-67,1.63606711878128e-65,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
Bach1::Mafk,MA0591.1,delta_1,delta_2,delta_1.vs.delta_2,-0.501362820307993,3.11646643716501,delta_2,9.54972787255506e-68,2.30387184925391e-66,5.52929243820938e-65,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
Bach1::Mafk,MA0591.1,delta_1,delta_2,delta_1.vs.delta_2,-0.501362820307993,3.11646643716501,delta_2,9.54972787255506e-68,2.30387184925391e-66,5.52929243820938e-65,1.1.3,Maf-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MAFG::NFE2L1,MA0089.1,delta_1,delta_2,delta_1.vs.delta_2,-0.280846261255533,1.72497850161293,delta_2,4.08378544773667e-50,9.09427605476744e-49,2.36451177423953e-47,"","",,"",,""
MAFF,MA0495.2,delta_1,delta_2,delta_1.vs.delta_2,-1.02705321450343,0.750117871969224,delta_2,6.38452320151961e-49,1.36912553099254e-47,3.69663893367985e-46,1.1.3,Maf-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
MAFK,MA0496.2,delta_1,delta_2,delta_1.vs.delta_2,-1.02949653691149,0.698806862246485,delta_2,8.57256447698722e-45,1.77268386863414e-43,4.9635148321756e-42,1.1.3,Maf-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
PBX3,MA1114.1,delta_1,delta_2,delta_1.vs.delta_2,-0.335963752013629,1.11457534828304,delta_2,5.24075936081123e-41,1.04634471376197e-39,3.0343996699097e-38,3.1.4,TALE-type HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
JUND(var.2),MA0492.1,delta_1,delta_2,delta_1.vs.delta_2,-0.346679558731995,1.30377787544143,delta_2,1.28198843036824e-37,2.3944235522039e-36,7.4227130118321e-35,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
JUN,MA0488.1,delta_1,delta_2,delta_1.vs.delta_2,-0.290934282436542,1.28148681787987,delta_2,6.00159014632023e-35,1.02203549844689e-33,3.47492069471941e-32,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
CREB1,MA0018.3,delta_1,delta_2,delta_1.vs.delta_2,-0.330176204896638,1.16020149310109,delta_2,5.7725554794097e-33,8.57002467327748e-32,3.34230962257822e-30,1.1.7,CREB-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL2::JUND(var.2),MA1145.1,delta_1,delta_2,delta_1.vs.delta_2,-0.266352912974191,1.28096574338639,delta_2,1.70888934419915e-31,2.41328519583246e-30,9.89446930291307e-29,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL2::JUND(var.2),MA1145.1,delta_1,delta_2,delta_1.vs.delta_2,-0.266352912974191,1.28096574338639,delta_2,1.70888934419915e-31,2.41328519583246e-30,9.89446930291307e-29,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL2::JUN(var.2),MA1131.1,delta_1,delta_2,delta_1.vs.delta_2,-0.24682587707149,1.29872612648901,delta_2,1.6322769566823e-30,2.19787990213733e-29,9.45088357919053e-28,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL2::JUN(var.2),MA1131.1,delta_1,delta_2,delta_1.vs.delta_2,-0.24682587707149,1.29872612648901,delta_2,1.6322769566823e-30,2.19787990213733e-29,9.45088357919053e-28,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSB::JUNB(var.2),MA1136.1,delta_1,delta_2,delta_1.vs.delta_2,-0.242111628274078,1.11900691869363,delta_2,2.2910404400053e-29,2.82236683992142e-28,1.32651241476307e-26,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSB::JUNB(var.2),MA1136.1,delta_1,delta_2,delta_1.vs.delta_2,-0.242111628274078,1.11900691869363,delta_2,2.2910404400053e-29,2.82236683992142e-28,1.32651241476307e-26,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL1::JUND(var.2),MA1143.1,delta_1,delta_2,delta_1.vs.delta_2,-0.220778288491374,0.971705170250855,delta_2,3.27845860639484e-29,3.87393374102574e-28,1.89822753310261e-26,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL1::JUND(var.2),MA1143.1,delta_1,delta_2,delta_1.vs.delta_2,-0.220778288491374,0.971705170250855,delta_2,3.27845860639484e-29,3.87393374102574e-28,1.89822753310261e-26,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSB::JUN,MA1127.1,delta_1,delta_2,delta_1.vs.delta_2,-0.284667240810238,1.16853905694706,delta_2,3.78128271993678e-29,4.3787253896868e-28,2.1893626948434e-26,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSB::JUN,MA1127.1,delta_1,delta_2,delta_1.vs.delta_2,-0.284667240810238,1.16853905694706,delta_2,3.78128271993678e-29,4.3787253896868e-28,2.1893626948434e-26,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
JUN::JUNB(var.2),MA1133.1,delta_1,delta_2,delta_1.vs.delta_2,-0.238135519123482,1.10277481217355,delta_2,6.05303414847333e-29,6.87197406267855e-28,3.50470677196606e-26,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL1::JUN(var.2),MA1129.1,delta_1,delta_2,delta_1.vs.delta_2,-0.228918814030247,1.1167181347983,delta_2,6.47923136661994e-29,7.21437492552489e-28,3.75147496127295e-26,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL1::JUN(var.2),MA1129.1,delta_1,delta_2,delta_1.vs.delta_2,-0.228918814030247,1.1167181347983,delta_2,6.47923136661994e-29,7.21437492552489e-28,3.75147496127295e-26,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
JDP2(var.2),MA0656.1,delta_1,delta_2,delta_1.vs.delta_2,-0.282351673045862,1.12472545092487,delta_2,1.39761010654085e-28,1.49854861423546e-27,8.0921625168715e-26,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
ATF4,MA0833.1,delta_1,delta_2,delta_1.vs.delta_2,-0.292702846255757,0.933902666816795,delta_2,1.45682964785007e-27,1.53364430200944e-26,8.43504366105192e-25,1.1.6,ATF4-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL2::JUNB(var.2),MA1139.1,delta_1,delta_2,delta_1.vs.delta_2,-0.224840764842945,1.09950957524049,delta_2,4.51134792286621e-27,4.66441151310631e-26,2.61207044733954e-24,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOSL2::JUNB(var.2),MA1139.1,delta_1,delta_2,delta_1.vs.delta_2,-0.224840764842945,1.09950957524049,delta_2,4.51134792286621e-27,4.66441151310631e-26,2.61207044733954e-24,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOS::JUN(var.2),MA1126.1,delta_1,delta_2,delta_1.vs.delta_2,-0.103470239521703,1.13837478220538,delta_2,1.4955216119957e-26,1.49294312645777e-25,8.65907013345507e-24,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
FOS::JUN(var.2),MA1126.1,delta_1,delta_2,delta_1.vs.delta_2,-0.103470239521703,1.13837478220538,delta_2,1.4955216119957e-26,1.49294312645777e-25,8.65907013345507e-24,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
ATF7,MA0834.1,delta_1,delta_2,delta_1.vs.delta_2,-0.218746335798944,0.97130695855562,delta_2,5.68501998917002e-25,5.48604428954907e-24,3.29162657372944e-22,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
BATF3,MA0835.1,delta_1,delta_2,delta_1.vs.delta_2,-0.280194047891836,0.844460104225384,delta_2,1.12221394599629e-24,1.06518340119976e-23,6.49761874731853e-22,1.1.4,B-ATF-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
Creb5,MA0840.1,delta_1,delta_2,delta_1.vs.delta_2,-0.215747359597095,1.00339006504165,delta_2,2.38942430380292e-24,2.23141398693853e-23,1.38347667190189e-21,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
USF1,MA0093.2,delta_1,delta_2,delta_1.vs.delta_2,-0.469093556245711,0.635402976438658,delta_2,7.60235782773104e-24,6.98692886072424e-23,4.40176518225627e-21,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
JUNB(var.2),MA1140.1,delta_1,delta_2,delta_1.vs.delta_2,-0.173257308948611,0.89729351979058,delta_2,3.07658759067944e-21,2.74052956154369e-20,1.7813442150034e-18,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
TFEB,MA0692.1,delta_1,delta_2,delta_1.vs.delta_2,-0.468390947238316,0.45519915963433,delta_2,1.86572162781054e-20,1.63674670076107e-19,1.0802528225023e-17,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
TEAD3,MA0808.1,delta_1,delta_2,delta_1.vs.delta_2,-0.319149325983454,0.534944250561876,delta_2,5.34637826802719e-20,4.62022838386231e-19,3.09555301718775e-17,3.6.1,TEF1-related,3.6,TEA domain factors,3,Helix-turn-helix domains
TFEC,MA0871.1,delta_1,delta_2,delta_1.vs.delta_2,-0.392668034456932,0.526530228677554,delta_2,1.26825267466988e-19,1.07987985093214e-18,7.34318298633858e-17,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
TEAD2,MA1121.1,delta_1,delta_2,delta_1.vs.delta_2,-0.271380870002731,0.528566877230823,delta_2,1.38247901685735e-19,1.16008021849334e-18,8.00455350760408e-17,3.6.1,TEF1-related,3.6,TEA domain factors,3,Helix-turn-helix domains
MITF,MA0620.2,delta_1,delta_2,delta_1.vs.delta_2,-0.326722077560764,0.605312928509344,delta_2,6.3135689302309e-19,5.14867100085027e-18,3.65555641060369e-16,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
Srebf1(var.2),MA0829.1,delta_1,delta_2,delta_1.vs.delta_2,-0.534050559916716,0.313562138061592,delta_2,9.55285637849597e-17,7.37480512419888e-16,5.53110384314916e-14,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
XBP1,MA0844.1,delta_1,delta_2,delta_1.vs.delta_2,-0.264510149903824,0.462279931077819,delta_2,1.28850425475519e-16,9.81636794083232e-16,7.46043963503256e-14,1.1.5,XBP1-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
TFE3,MA0831.2,delta_1,delta_2,delta_1.vs.delta_2,-0.483868734672487,0.361437634765297,delta_2,1.45473442891223e-16,1.09388471992232e-15,8.42291234340183e-14,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
TEAD4,MA0809.1,delta_1,delta_2,delta_1.vs.delta_2,-0.297638020154325,0.472057184711832,delta_2,4.01552857414964e-16,2.94302663852233e-15,2.32499104443264e-13,3.6.1,TEF1-related,3.6,TEA domain factors,3,Helix-turn-helix domains
SREBF1,MA0595.1,delta_1,delta_2,delta_1.vs.delta_2,-0.191203729791376,0.51344211932809,delta_2,7.3222262361781e-16,5.2994612384339e-15,4.23956899074712e-13,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
USF2,MA0526.2,delta_1,delta_2,delta_1.vs.delta_2,-0.394544819687676,0.40409957555275,delta_2,9.65739502171736e-16,6.81906307021262e-15,5.59163171757435e-13,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
CREB3,MA0638.1,delta_1,delta_2,delta_1.vs.delta_2,-0.364209209046978,0.32102460146879,delta_2,6.77179442672454e-15,4.55914996869012e-14,3.92086897307351e-12,1.1.7,CREB-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
EGR2,MA0472.2,delta_1,delta_2,delta_1.vs.delta_2,-0.1433276619227,0.492573356757574,delta_2,7.87242829999095e-15,5.23923676516639e-14,4.55813598569476e-12,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
Klf12,MA0742.1,delta_1,delta_2,delta_1.vs.delta_2,-0.400697269473807,0.35308338507802,delta_2,1.03287267479682e-14,6.79583271258363e-14,5.9803327870736e-12,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
TEAD1,MA0090.2,delta_1,delta_2,delta_1.vs.delta_2,-0.255512641115385,0.4339070283982,delta_2,6.28662768155235e-14,4.04439714179868e-13,3.63995742761881e-11,3.6.1,TEF1-related,3.6,TEA domain factors,3,Helix-turn-helix domains
SREBF2,MA0596.1,delta_1,delta_2,delta_1.vs.delta_2,-0.113137994395182,0.52654807961765,delta_2,3.59528714070666e-13,2.23835618760124e-12,2.08167125446915e-10,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
Atf3,MA0605.1,delta_1,delta_2,delta_1.vs.delta_2,-0.261105067225648,0.41211058306669,delta_2,4.79935117331314e-13,2.95619609505139e-12,2.77882432934831e-10,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
ZNF24,MA1124.1,delta_1,delta_2,delta_1.vs.delta_2,-0.0326462570931365,0.609777808146309,delta_2,6.39672797670099e-13,3.8986373668525e-12,3.70370549850987e-10,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
EGR3,MA0732.1,delta_1,delta_2,delta_1.vs.delta_2,-0.0917588700205978,0.440427193661146,delta_2,1.11187691259323e-12,6.43776732391478e-12,6.43776732391478e-10,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
EGR4,MA0733.1,delta_1,delta_2,delta_1.vs.delta_2,-0.191784478119892,0.327164621375091,delta_2,2.77335198732128e-12,1.57428509868531e-11,1.60577080065902e-09,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
HSF4,MA0771.1,delta_1,delta_2,delta_1.vs.delta_2,-0.22593649876577,0.472743922961085,delta_2,3.10413420418883e-12,1.74494534390809e-11,1.79729370422533e-09,3.4.1,HSF,3.4,Heat shock factors,3,Helix-turn-helix domains
HSF1,MA0486.2,delta_1,delta_2,delta_1.vs.delta_2,-0.315095432616249,0.391878519398307,delta_2,3.91806800282242e-12,2.18130901310979e-11,2.26856137363418e-09,3.4.1,HSF,3.4,Heat shock factors,3,Helix-turn-helix domains
ESR1,MA0112.3,delta_1,delta_2,delta_1.vs.delta_2,-0.309408714628297,0.233628065752794,delta_2,1.87511763605432e-11,1.00527139932912e-10,1.08569311127545e-08,2.1.1,Steroid hormone receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
NFYB,MA0502.1,delta_1,delta_2,delta_1.vs.delta_2,-0.183540635701026,0.514724953557087,delta_2,3.67352868736955e-11,1.95135147705227e-10,2.12697310998697e-08,4.2.1,Heteromeric CCAAT-binding,4.2,Heteromeric CCAAT-binding factors,4,Other all-alpha-helical DNA-binding domains
SP3,MA0746.1,delta_1,delta_2,delta_1.vs.delta_2,-0.213001619416489,0.270482213293953,delta_2,4.40496087064641e-11,2.31861122191297e-10,2.55047234410427e-08,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
HSF2,MA0770.1,delta_1,delta_2,delta_1.vs.delta_2,-0.192430395577512,0.405890557243954,delta_2,2.13687658076055e-10,1.03104295021697e-09,1.23725154026036e-07,3.4.1,HSF,3.4,Heat shock factors,3,Helix-turn-helix domains
KLF14,MA0740.1,delta_1,delta_2,delta_1.vs.delta_2,-0.319580274738348,0.240795088605722,delta_2,2.42799352447858e-10,1.15230184481401e-09,1.4058082506731e-07,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
SP4,MA0685.1,delta_1,delta_2,delta_1.vs.delta_2,-0.292719243584282,0.214876536191282,delta_2,2.70580665464515e-10,1.26343713954802e-09,1.56666205303954e-07,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
